char_name,ability_name,ability_id,main_target_hp_attacks,non_target_hp_attacks,hp_dmg_cap_up_perc,attribute_list,game_version,scrape_started_at_utc,scrape_ended_at_utc
desch,Blitz Shear,17323,3,3,20,"['Group', 'Magic', 'Thunder', 'Heals']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
desch,Plasma Stroke,17325,3,1,20,"['Group', 'Melee', 'Thunder', 'Heals']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
desch,HP Heal Advance All,17306,0,0,0,"['Heals', 'Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
desch,Ancient Thunderclap,17326,4,4,10,"['Group', 'Melee', 'Thunder']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
desch,Electric Floor,17327,5,5,15,"['Group', 'Melee', 'Thunder', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
desch,Debuff from Electric Area,17358,0,0,0,['Traps'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
desch,Electric Order,17305,3,1,200,"['Group', 'Melee', 'Thunder', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
desch,Enhanced Blitz Shear (C),12212,1,1,0,"['Group', 'Magic', 'Thunder', 'Heals', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
desch,Enhanced Electric Floor (C),12214,2,0,0,"['Group', 'Melee', 'Thunder', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
amidatelion,BRV Attack+,8493,0,0,0,[],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
amidatelion,BRV Attack++,8819,0,0,0,[],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
amidatelion,HP Attack+,8494,1,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
amidatelion,HP Attack++,8820,1,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
amidatelion,Comet,18046,3,1,20,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
amidatelion,Megaflare,18048,3,3,20,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
amidatelion,Ability Recovery BRV Regen All,18051,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
amidatelion,Yukish Ultima,18049,4,4,10,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
amidatelion,Crystal Idol,18050,5,5,15,"['Group', 'Magic', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
amidatelion,Enhanced Comet (C),12021,1,1,0,"['Magic', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
amidatelion,Enhanced Crystal Idol (C),12023,1,1,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,BRV Attack+,8738,0,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,HP Attack (Charge 1),8059,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,HP Attack+,8739,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,HP Attack+ (Charge 1),8740,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,HP Attack+ (Charge 2),16115,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,Raining Arrows,16136,1,1,20,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,Raining Arrows (Charge 1),16137,1,1,20,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,Raining Arrows (Charge 2),16107,2,2,20,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,Arrow Shower,16111,1,1,20,"['Group', 'Ranged', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,Dynamite Arrow,16140,1,0,20,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,Dynamite Arrow (Charge 1),16141,1,0,20,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,Dynamite Arrow (Charge 2),16109,2,1,20,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,Dynamite,16113,1,0,20,"['Ranged', 'Traps']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,Ability Recovery Attack Up,16118,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,Grand Delta,16114,3,3,10,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,Firewall,16116,4,1,15,"['Ranged', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,Firewall,16117,2,0,10,"['Ranged', 'Instant', 'Traps', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,Enhanced Dynamite Arrow (C),11851,1,1,0,"['Ranged', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
trey,Enhanced Firewall (C),11854,3,1,0,"['Ranged', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,BRV Attack+,8669,0,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,BRV Attack++,8575,0,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,HP Attack+,8670,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,HP Attack++,8576,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,Phase Shift,17895,3,3,20,"['Group', 'Ranged', 'Heals', 'Instant', 'Free']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,Stellar Burst,17881,3,3,20,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,Cancel Exoplates,8610,0,0,0,"['Heals', 'Instant', 'Counters']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,Uranos Cascade,17883,3,3,20,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,Omega Javelin,17885,3,3,20,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,Debuff Act Longer Throw,17896,1,1,0,"['Group', 'Ranged', 'Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,Vortex,17886,4,4,10,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,Vortex+,17887,4,4,10,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,Exceed Lance+,17889,5,5,15,"['Group', 'Ranged', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,Exceed Lance,17888,4,4,15,"['Group', 'Ranged', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,Divine Might,17898,2,2,400,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,Enhanced Omega Javelin (C),10020,0,0,0,"['Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,Enhanced Omega Javelin (C) Follow Up,11653,1,1,0,"['Ranged', 'Instant', 'FollowUp', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ealdnarche,Enhanced Exceed Lance+ (C),11623,0,0,0,"['Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
cloudofdarkness,Toying Appendages,17732,0,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
cloudofdarkness,Uncanny Beam,17734,2,1,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
cloudofdarkness,Insulating Appendages,17584,4,0,20,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
cloudofdarkness,Counter,13254,1,0,0,"['Magic', 'Instant', 'Counters']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
cloudofdarkness,Wide-Angle Particle Beam,17587,2,2,20,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
cloudofdarkness,Zero-Form Particle Beam,17588,6,1,20,"['Magic', 'Free']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
cloudofdarkness,Break Reset Burst,17590,1,0,0,"['Magic', 'Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
cloudofdarkness,Anti-Air Particle Beam,17589,7,0,10,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
cloudofdarkness,High-Speed Particle Beam,17591,5,5,15,"['Group', 'Magic', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
cloudofdarkness,Ultra Particle Beam,14187,2,2,400,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
cloudofdarkness,Additional attack from Ultra Particle Beam,13025,1,1,0,"['Group', 'Magic', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
cloudofdarkness,Void-Form Particle Beam,19346,4,4,250,"['Group', 'Magic', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
cloudofdarkness,Enhanced Wide Angle Particle Beam (C),13027,1,1,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
cloudofdarkness,Enhanced High-Speed Particle Beam (C),13029,3,3,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,BRV Attack+,7643,0,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,Selkie Chase (BRV),7645,0,0,0,[],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,BRV Attack++,8345,0,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,Selkie Chase+ (BRV),8347,0,0,0,[],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,Selkie Chase++ (BRV),15967,0,0,0,[],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,HP Attack+,7644,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,Selkie Chase (HP),7646,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,HP Attack++,8346,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,Selkie Chase+ (HP),8348,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,HP Attack+ (Aerial Drive),11659,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,Selkie Chase++ (HP),15968,1,0,0,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,Selkie Throw,15907,3,1,20,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,Hero Support,15909,2,0,20,['Ranged'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,Hero Support Cast,15969,0,0,20,"['Instant', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,Hero Support Recovery Attack All,15905,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,Sky High,15904,4,4,10,"['Group', 'Ranged']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,Aerial Drive,15910,4,1,15,"['Ranged', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,Enhanced Hero Support (C),11245,1,0,0,"['Ranged', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
keiss,Enhanced Smash Support Cast (C),11452,0,0,0,"['Instant', 'FollowUp', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
arciela,BRV Attack+ (Ascension),8085,0,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
arciela,BRV Attack+ (Descension),8091,0,0,0,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
arciela,Harmonic Displacement,16453,3,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
arciela,Darkest Hour,16457,3,1,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
arciela,Ascension & Expunge Magic,16496,0,0,20,[],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
arciela,Expunge Magic,16451,2,2,20,"['Group', 'Magic', 'Heals', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
arciela,Descension & Sight Unseen,16498,0,0,20,[],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
arciela,Sight Unseen,16455,2,1,20,"['Group', 'Magic', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
arciela,Ability Recovery Attack All,16460,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
arciela,Naakual's Vengeance,16459,4,4,10,"['Group', 'Magic', 'Heals']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
arciela,Unceasing Dread,16458,4,4,15,"['Group', 'Magic', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
arciela,Enhanced Descension & Sight Unseen (C),11369,0,0,0,"['Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
arciela,Enhanced Sight Unseen (C),11127,1,1,0,"['Group', 'Magic', 'Instant', 'FollowUp', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
arciela,Enhanced Unceasing Dread (C),11129,1,1,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
jack,BRV Attack+,7147,0,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
jack,BRV Attack++,8001,0,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
jack,BRV Attack+++,11232,0,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
jack,HP Attack+,7148,1,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
jack,HP Attack++,8002,1,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
jack,HP Attack+++,11233,1,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
jack,Ninja Slice,18035,3,0,20,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
jack,Lightning Flash,18037,2,2,20,"['Group', 'Melee']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
jack,Critical Power Boost Up,18042,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
jack,Transience,18040,5,5,10,"['Group', 'Melee']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
jack,Deliverance,18041,2,1,0,"['Melee', 'Instant', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
jack,Piercing Gleam,18038,4,4,15,"['Melee', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
jack,Enhanced Ninja Slice (C),11024,1,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
jack,Enhanced Piercing Gleam (C),10965,2,1,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,BRV Attack+,10956,0,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,BRV Attack++,10958,0,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,HP Attack+,10957,1,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,HP Attack++,10959,1,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,Pulsar Burst+,17467,3,1,20,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,Pulsar Burst,17462,3,0,20,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,HP Recovery from Heart of Chaos,10932,0,0,0,"['Heals', 'Instant', 'Counters']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,Eye of Bahamut+,17486,2,2,20,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,Eye of Bahamut,17484,2,2,20,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,Set Doom Crush,14972,1,0,0,"['Melee', 'Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,Set Doom Crush,17493,1,0,0,"['Melee', 'Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,Inferno,17488,5,5,10,"['Group', 'Melee', 'KnockBack']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,Inferno+,17489,5,5,10,"['Group', 'Melee', 'KnockBack']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,Giga-Graviton,17491,7,7,7,"['Group', 'Melee', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,Incarnate Summoning,14604,2,2,350,"['Group', 'Melee']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,Enhanced Eye of Bahamut (C),10934,1,1,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
caius,Enhanced Giga-Graviton (C),11131,3,3,0,"['Group', 'Melee', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
exdeath,BRV Attack+,7453,0,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
exdeath,BRV Attack++,7460,0,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
exdeath,HP Attack+,7454,1,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
exdeath,HP Attack++,7461,1,0,0,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
exdeath,Black Hole,17501,3,1,20,['Magic'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
exdeath,Almagest,17503,3,3,20,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
exdeath,Attack Boost Up,17508,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
exdeath,Grand Cross,17504,3,3,10,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
exdeath,BRV damage from Power of the Void,7733,0,0,0,"['Instant', 'Traps']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
exdeath,Maelstrom,17505,4,4,15,"['Group', 'Magic', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
exdeath,Absolute Power of the Void,17507,2,2,400,"['Group', 'Magic']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
exdeath,Enhanced Almagest (C),10368,1,1,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
exdeath,Enhanced Maelstrom (C),13585,1,1,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
leo,BRV Attack+,7522,0,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
leo,BRV Attack++,7673,0,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
leo,HP Attack+,7523,1,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
leo,HP Attack++,7674,1,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
leo,Call for Precision Strike,19810,6,0,20,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
leo,Master Blade,19814,8,1,20,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
leo,Set Precision Strike Boost All,16262,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
leo,Shock,16260,6,6,10,"['Group', 'Melee']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
leo,Shock+,16261,6,6,10,"['Group', 'Melee']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
leo,Call for Ferocity,19815,7,0,10,"['Melee', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
leo,Final Shock,19824,2,0,600,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
leo,Additional attack from Final Shock,19822,4,0,0,"['Melee', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
leo,Prominence Shock,19820,5,0,500,"['Melee', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
leo,Enhanced Call for Precision Strike (C),15071,1,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
leo,Enhanced Call for Ferocity (C),16267,6,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,BRV Attack+,6984,0,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,BRV Attack++,10411,0,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,HP Attack+,7208,1,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,HP Attack++,10412,1,0,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,Soulshot,10508,1,1,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,Soulshot+,10509,1,1,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,Soulshot++,13579,2,1,0,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,Bash,19009,5,0,20,['Melee'],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,Holystrike,16246,2,2,20,"['Melee', 'Holy']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,Holyrastrike,16247,4,4,20,"['Melee', 'Holy']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,Set Drop of Myrrh,16249,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,Caravan Memories,19010,4,4,10,"['Group', 'Melee']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,Shadowblade,19011,4,4,15,"['Group', 'Melee', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,Power of Memories,16253,2,2,400,"['Group', 'Melee']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,Enhanced Holyrastrike (C),10346,1,1,0,"['Melee', 'Holy', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
ciaran,Enhanced Shadowblade (C),13581,2,2,0,"['Group', 'Melee', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,BRV Attack+,6733,0,0,0,"['Melee', 'Ice']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,BRV Attack++,6734,0,0,0,"['Melee', 'Ice']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,BRV Attack+++,17347,0,0,0,"['Melee', 'Ice']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,HP Attack+,10242,1,0,0,"['Melee', 'Ice']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,HP Attack++,10243,2,0,0,"['Melee', 'Ice']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Frost Blade,17194,2,1,20,"['Melee', 'Ice']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Glacification,17195,3,1,20,"['Melee', 'Ice']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Glacification+,17196,4,1,20,"['Melee', 'Ice']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Enfeeblement from Esoteric Region,10305,0,0,0,"['Instant', 'Counters']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Enfeeblement from Desire of Provenance,10306,0,0,0,"['Instant', 'Counters']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Esoteric Region,17201,0,0,20,[],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Esoteric Region+,17202,0,0,20,[],GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Esoteric Region Follow Up,17207,3,0,20,"['Melee', 'Ice', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Esoteric Region+ Follow Up,17208,4,0,20,"['Melee', 'Ice', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Set Desire of Provenance Attack Up,17212,0,0,0,"['Instant', 'NoSummon', 'NoEX']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Great Wheel,17210,3,3,10,"['Group', 'Melee']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Great Wheel+,17211,4,4,10,"['Group', 'Melee']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Light Blade,17213,4,4,15,"['Melee', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Transcandescent Blade,17217,2,2,400,"['Group', 'Melee']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Extra turn from Bondage from Antiquity,17215,0,0,0,"['Instant', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Enfeeblement from Transcandescent Blade,17241,0,0,0,"['Instant', 'FollowUp']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Djinn Blade,17233,3,3,250,"['Group', 'Melee', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Enhanced Esoteric Region (C),10279,0,0,0,"['Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
kamlanaut,Enhanced Light Blade (C),11420,2,1,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
gau,BRV Attack++,6806,0,0,0,"['Magic', 'Earth']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
gau,BRV Attack+ (Lifeshaver),6555,0,0,0,"['Magic', 'Earth']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
gau,BRV Attack+ (Cat Scratch),6559,0,0,0,"['Group', 'Magic', 'Earth']",GL,2023-09-09 11:56:19,2023-09-09 14:05:34
