char_name,ability_name,main_target_hp_attacks,non_target_hp_attacks,hp_dmg_cap_up_perc,attribute_list,intended_main,intended_non,intended_cap
kamlanaut,Enhanced Light Blade (C),2,1,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
gau,BRV Attack++,0,0,0,"['Magic', 'Earth']",,,
gau,BRV Attack+ (Lifeshaver),0,0,0,"['Magic', 'Earth']",,,
gau,BRV Attack+ (Cat Scratch),0,0,0,"['Group', 'Magic', 'Earth']",,,
gau,BRV Attack+ (Landslide),0,0,0,"['Group', 'Magic', 'Earth']",,,
gau,HP Attack++,1,0,0,"['Magic', 'Earth']",,,
gau,HP Attack+ (Lifeshaver),1,0,0,"['Magic', 'Earth']",,,
gau,HP Attack+ (Cat Scratch),1,1,0,"['Group', 'Magic', 'Earth']",,,
gau,HP Attack+ (Landslide),2,1,0,"['Group', 'Magic', 'Earth']",,,
gau,Lifeshaver,3,0,20,"['Magic', 'Earth', 'Heals']",,,
gau,Counter (Lifeshaver),2,0,20,"['Magic', 'Earth', 'Heals', 'Instant', 'Counters']",,,
gau,Cat Scratch,3,1,20,"['Group', 'Magic', 'Earth']",,,
gau,Counter (Cat Scratch),2,1,20,"['Group', 'Magic', 'Earth', 'Instant', 'Counters']",,,
gau,Stone Enchant,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
gau,Beast Raid,4,4,10,"['Group', 'Magic', 'Earth']",,,
gau,Landslide,4,4,15,"['Group', 'Magic', 'Earth', 'Instant', 'NoFree']",,,
gau,Counter (Landslide),2,2,10,"['Group', 'Magic', 'Earth', 'Heals', 'Instant', 'Counters']",,,
gau,Enhanced Lifeshaver (C),1,0,0,"['Magic', 'Earth', 'Heals', 'Instant', 'NoEX', 'NoFree']",,,
gau,Enhanced Landslide (C),1,1,0,"['Group', 'Magic', 'Earth', 'Instant', 'NoEX', 'NoFree']",,,
aranea,BRV Attack+,0,0,0,['Ranged'],,,
aranea,Boost Lance,0,0,0,['Ranged'],,,
aranea,Boost Lance+,0,0,0,['Ranged'],,,
aranea,HP Attack+,1,0,0,['Ranged'],,,
aranea,High-Boost Lance,2,0,0,"['Group', 'Ranged']",,,
aranea,High-Boost Lance+,2,0,0,"['Group', 'Ranged']",,,
aranea,Dragoon Dive,4,0,20,"['Ranged', 'Free']",,,
aranea,Highwind,2,1,20,"['Group', 'Ranged', 'Free']",,,
aranea,Highwind+,6,2,20,"['Group', 'Ranged']",,,
aranea,Set Overclock,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
aranea,Air Superiority,6,6,10,"['Group', 'Ranged']",,,
aranea,Air Superiority+,6,6,10,"['Group', 'Ranged']",,,
aranea,Vermilion Assault,6,6,15,"['Group', 'Ranged', 'NoFree']",,,
aranea,Vermilion Assault+,6,6,15,"['Group', 'Ranged', 'NoFree']",,,
aranea,Outstanding,2,2,400,"['Group', 'Ranged']",,,
aranea,Air Drive,7,0,0,"['Ranged', 'FollowUp']",,,
aranea,Speerstoßwelle,4,4,260,"['Group', 'Ranged', 'NoFree']",,,
aranea,Enhanced Highwind (C),1,1,0,"['Group', 'Ranged', 'Instant', 'NoEX', 'NoFree']",,,
aranea,Enhanced Vermilion Assault (C),2,2,0,"['Group', 'Ranged', 'Instant', 'NoEX', 'NoFree']",,,
ignis,BRV Attack+ (Pastry),0,0,0,[],,,
ignis,BRV Attack+ (P&B Bowl),0,0,0,['Melee'],,,
ignis,BRV Attack++ (Pastry),0,0,0,[],,,
ignis,BRV Attack++ (P&B Bowl),0,0,0,['Melee'],,,
ignis,Dishes (Memory Lane Pastry),0,0,0,['Instant'],,,
ignis,HP Attack+ (Pastry),1,0,0,['Melee'],,,
ignis,HP Attack+ (P&B Bowl),1,0,0,['Melee'],,,
ignis,HP Attack++ (Pastry),1,0,10,['Melee'],,,
ignis,HP Attack++ (P&B Bowl),3,1,10,['Melee'],,,
ignis,Dishes (Papa Bird & Baby Bowl),0,0,0,['Instant'],,,
ignis,Regroup,0,0,0,"['Heals', 'Instant']",,,
ignis,Quick Recipeh,0,0,0,['Instant'],,,
ignis,Boost All,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
ignis,Overwhelm,0,0,10,[],,,
ignis,Overwhelm Party Move,0,0,10,"['Instant', 'FollowUp']",,,
ignis,Overwhelm Follow Up,2,0,10,"['Melee', 'FollowUp']",3,0,
ignis,Sagefire,1,1,15,"['Group', 'Melee', 'Fire', 'NoFree']",,,
ignis,Enhanced Regroup (C),0,0,0,"['Heals', 'Instant', 'NoEX', 'NoFree']",,,
ignis,Enhanced Sagefire (C),1,1,0,"['Group', 'Melee', 'Fire', 'Instant', 'NoEX', 'NoFree']",,,
eight,BRV Attack+,0,0,0,['Melee'],,,
eight,BRV Attack++,0,0,0,['Melee'],,,
eight,Lightspeed Jab++,4,0,0,"['Melee', 'Instant']",,,
eight,HP Attack++,1,0,0,['Melee'],,,
eight,Lightspeed Jab,1,0,0,['Melee'],,,
eight,HP Attack+,1,0,0,['Melee'],,,
eight,Quickbolt Stance,3,0,20,['Melee'],,,
eight,Last-Stand Rush,2,1,20,['Melee'],,,
eight,BRV Up Buff Longer,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
eight,Phantom Rush,6,0,10,['Melee'],,,
eight,Breaksight Blow,2,0,10,"['Melee', 'IgnoreDEF', 'Instant', 'Counters']",,,
eight,Explosive Fist,5,5,15,"['Group', 'Melee', 'NoFree']",,,
eight,Counter Rush,1,1,10,"['Melee', 'IgnoreDEF', 'Counters']",,,
eight,Enhanced Last-Stand Rush (C),1,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
eight,Enhanced Explosive Fist (C),2,2,0,"['Group', 'Melee', 'Instant', 'NoEX', 'NoFree']",,,
theemperor,BRV Attack+,0,0,0,['Magic'],,,
theemperor,BRV Attack++,0,0,0,['Magic'],,,
theemperor,BRV Attack+++,0,0,0,['Magic'],,,
theemperor,HP Attack+,1,0,0,['Magic'],,,
theemperor,HP Attack++,1,0,0,['Magic'],,,
theemperor,HP Attack+++,1,0,0,['Magic'],,,
theemperor,Beckoning Blast & Flare Combo,3,0,20,['Magic'],,,
theemperor,Trap: Beckoning Blast,2,0,0,"['Magic', 'Instant', 'Traps']",,,
theemperor,Thunder Crest & Stygian Swell,2,2,20,"['Group', 'Magic']",,,
theemperor,Trap: Thunder Crest,2,1,0,"['Group', 'Magic', 'Instant', 'Traps']",,,
theemperor,Debuff Attack Up,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
theemperor,Dreary Cell & Starfall,3,3,10,"['Group', 'Magic', 'Instant']",,,
theemperor,Trap: Dreary Cell,2,2,0,"['Group', 'Magic', 'IgnoreDEF', 'Instant', 'Traps']",,,
theemperor,Hellish Gale,4,1,15,"['Group', 'Magic', 'NoFree']",,,
theemperor,Absolute Dominion,2,2,350,"['Group', 'Magic']",,,
theemperor,Thorns of Repentance,4,4,0,"['Group', 'Magic', 'IgnoreDEF', 'Instant', 'Traps']",,,
theemperor,Enhanced Beckoning Blast & Flare Combo (C),1,0,0,"['Magic', 'Instant', 'NoEX', 'NoFree']",,,
theemperor,Enhanced Hellish Gale (C),2,1,0,"['Group', 'Magic', 'NoEX', 'NoFree']",,,
kimahri,BRV Attack+,0,0,0,['Ranged'],,,
kimahri,BRV Attack++,0,0,0,['Ranged'],,,
kimahri,Jump,1,0,0,['Ranged'],,,
kimahri,Jump+,1,0,0,['Ranged'],,,
kimahri,Jump++,4,0,10,"['Ranged', 'Instant']",,,
kimahri,Lancet,2,0,20,"['Ranged', 'Heals']",,,
kimahri,Lancet & Thrust Kick,4,0,20,"['Ranged', 'Heals']",,,
kimahri,Mighty Guard,0,0,20,[],,,
kimahri,Mighty Guard & Bad Breath,2,2,20,"['Group', 'Ranged']",,,
kimahri,Attack Guard All,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
kimahri,Nova,3,3,10,"['Group', 'Ranged']",,,
kimahri,White Wind,0,0,10,"['Heals', 'NoFree']",,,
kimahri,White Wind Follow Up,3,3,10,"['Ranged', 'FollowUp']",,,
kimahri,Enhanced Mighty Guard & Bad Breath (C),1,1,0,"['Group', 'Ranged', 'Instant', 'NoEX', 'NoFree']",,,
kimahri,Enhanced White Wind (C),0,0,0,"['Heals', 'Instant', 'NoEX', 'NoFree']",,,
kimahri,Enhanced White Wind (C) Follow Up,1,1,0,"['Ranged', 'Instant', 'FollowUp']",,,
basch,BRV Attack+,0,0,0,['Melee'],,,
basch,BRV Attack++,0,0,0,['Melee'],,,
basch,HP Attack+,1,0,0,"['Melee', 'Heals']",,,
basch,HP Attack++,1,0,0,"['Melee', 'Heals']",,,
basch,Fulminating Darkness,3,3,20,"['Group', 'Melee']",,,
basch,Ruin Impendent,3,0,20,"['Melee', 'Heals']",,,
basch,HP Heal Attack Up,0,0,0,"['Heals', 'Instant', 'NoSummon', 'NoEX']",,,
basch,Flame Purge+,3,3,10,"['Melee', 'Heals']",,,
basch,Indomitable Palisade,4,4,15,"['Group', 'Melee', 'Heals', 'NoFree']",,,
basch,Enhanced Fulminating Darkness (C),1,1,0,"['Group', 'Melee', 'Instant', 'NoEX', 'NoFree']",,,
basch,Enhanced Indomitable Palisade (C),2,2,0,"['Group', 'Melee', 'Heals', 'Instant', 'NoEX', 'NoFree']",,,
lyse,BRV Attack+,0,0,0,['Melee'],,,
lyse,Purification,0,0,0,['Instant'],,,
lyse,HP Attack+,1,1,0,['Melee'],,,
lyse,Elixir Field,3,3,20,"['Group', 'Melee']",,,
lyse,Riddle of Fire,0,0,0,"['Instant', 'Free']",,,
lyse,Fire Tackle,5,1,20,['Melee'],,,
lyse,Fists of Fire Longer Attack Up,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
lyse,Brotherhood & The Forbidden Chakra,0,0,10,[],,,
lyse,Brotherhood & The Forbidden Chakra+,0,0,10,[],,,
lyse,The Forbidden Chakra,6,6,10,"['Group', 'Melee', 'FollowUp']",,,
lyse,The Forbidden Chakra+,7,7,10,"['Group', 'Melee', 'FollowUp']",,,
lyse,Way of the Will & Triple Threat,0,0,15,['NoFree'],,,
lyse,Triple Threat,5,5,15,"['Group', 'Melee', 'FollowUp', 'NoFree']",,,
lyse,Enhanced Elixir Field (C),1,1,0,"['Group', 'Melee', 'Instant', 'NoEX', 'NoFree']",,,
lyse,Enhanced Way of the Will & Triple Threat (C),0,0,0,"['Instant', 'NoEX', 'NoFree']",,,
lyse,Enhanced Way of the Will & Triple Threat (C) Follow Up,5,5,0,"['Group', 'Melee', 'Instant', 'FollowUp', 'NoEX', 'NoFree']",,,
machina,BRV Attack+,0,0,0,['Melee'],,,
machina,Furious Blades,2,0,20,['Melee'],,,
machina,Furious Blades+,2,0,20,['Melee'],,,
machina,Furious Blades (Burst),7,0,0,['Melee'],,,
machina,Awakening,1,0,20,"['Melee', 'Instant']",,,
machina,Cyclone Drive,2,1,20,['Melee'],,,
machina,Awakening Longer,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
machina,Guardian Blades,4,4,10,"['Group', 'Melee']",,,
machina,Counter,1,0,10,"['Melee', 'Instant', 'Counters']",,,
machina,Stunning Slash,4,4,15,"['Group', 'Melee', 'Instant']",,,
machina,Trap attack from Spiral's Lynchpin,2,2,10,"['Group', 'Melee', 'Instant', 'Traps']",,,
machina,Additional attack from Spiral's Lynchpin,2,2,55,"['Group', 'Melee', 'Instant', 'Traps', 'FollowUp']",,,
machina,Illuminating the Future,2,2,400,"['Group', 'Melee']",,,
machina,Beyond the Atonement,3,3,250,"['Group', 'Melee', 'Instant', 'NoFree']",,,
machina,Enhanced Cyclone Drive (C),1,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
machina,Enhanced Stunning Slash (C),2,2,0,"['Group', 'Melee', 'Instant', 'NoEX', 'NoFree']",,,
ultimecia,Maelstrom,0,0,0,"['Group', 'Magic']",,,
ultimecia,HP Attack++,1,0,0,"['Group', 'Magic']",,,
ultimecia,HP Attack+,1,0,0,"['Group', 'Magic']",,,
ultimecia,Protean Swords,4,0,20,['Magic'],,,
ultimecia,Protean Swords+,4,1,20,['Magic'],,,
ultimecia,Hell's Judgment,3,0,20,['Magic'],,,
ultimecia,Hell's Judgment+,3,3,20,"['Group', 'Magic']",,,
ultimecia,Set BRV Regen,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
ultimecia,Apocalypse,4,4,10,"['Group', 'Magic', 'Instant']",,,
ultimecia,Shockwave Pulsar,5,5,15,"['Group', 'Magic', 'NoFree']",,,
ultimecia,Sorceress Heart,2,2,350,"['Group', 'Magic']",,,
ultimecia,Enhanced Hell's Judgment (C),1,1,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']",,,
ultimecia,Enhanced Shockwave Pulsar (C),2,2,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']",,,
garland,BRV Attack+,0,0,0,['Melee'],,,
garland,BRV Attack++,0,0,0,['Melee'],,,
garland,HP Attack+,1,0,0,['Melee'],,,
garland,HP Attack++,1,0,0,['Melee'],,,
garland,Round Edge,1,1,20,"['Group', 'Melee']",,,
garland,Round Edge+,2,2,20,"['Group', 'Melee']",,,
garland,Soul of Chaos,2,0,20,['Melee'],,,
garland,Soul of Chaos+,3,0,20,['Melee'],,,
garland,Set Soul of Conflict BRV Up,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
garland,Disaster of Chaos,4,4,10,"['Group', 'Melee']",,,
garland,Bind of Chaos,4,4,15,"['Group', 'Melee']",,,
garland,Bind of Chaos+,4,4,15,"['Group', 'Melee']",,,
garland,Additional attack from Chains of Time,2,0,65,"['Melee', 'FollowUp', 'NoFree']",,,
garland,Ultimate Conflict,2,2,400,"['Group', 'Melee']",,,
garland,Enhanced Soul of Chaos (C),1,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
garland,Enhanced Bind of Chaos (C),2,1,0,"['Group', 'Melee', 'Instant', 'NoEX', 'NoFree']",,,
sherlotta,Tranquil Light,0,0,0,[],,,
sherlotta,Hurl Staff,1,0,0,['Magic'],,,
sherlotta,Hurl Staff+,1,1,0,['Magic'],,,
sherlotta,Chuck Staff (Uncapped HP Attack),1,1,900,"['FollowUp', 'Magic']",,,
sherlotta,Chuck Staff,3,1,0,['Magic'],2,2,
sherlotta,Light of the Crystal,0,0,0,['Instant'],,,
sherlotta,Crystal Generation,5,5,20,"['Group', 'Magic']",,,
sherlotta,BRV Heal All,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
sherlotta,Crystal Core Wave,0,0,0,['Instant'],,,
sherlotta,Crystal Ray (Uncapped HP Attack),1,1,900,"['FollowUp', 'Group', 'Magic', 'NoFree']",,,
sherlotta,Crystal Ray,3,1,15,"['Group', 'Magic', 'NoFree']",3,3,
sherlotta,Final Crystal Core,2,2,400,"['Group', 'Magic']",,,
sherlotta,Crystal Dice,4,4,260,"['Group', 'Magic', 'NoFree']",,,
sherlotta,Enhanced Crystal Generation (C),2,2,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']",,,
sherlotta,Enhanced Crystal Ray (C),2,2,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']",,,
aphmau,BRV Attack+ (Fine-Tuning),0,0,0,['Melee'],,,
aphmau,HP Attack+ (Mnejing),1,0,0,"['Melee', 'Instant']",,,
aphmau,HP Attack++ (Mnejing),2,0,10,"['Melee', 'Heals', 'Instant']",,,
aphmau,HP Attack+ (Optimization),1,0,0,['Magic'],,,
aphmau,HP Attack+ (Ovjang),1,1,0,"['Group', 'Magic', 'Instant']",,,
aphmau,HP Attack++ (Ovjang),2,2,10,"['Group', 'Magic', 'Instant']",,,
aphmau,Shield Subverter,4,0,20,['Melee'],,,
aphmau,Sixth Element,3,1,20,['Magic'],,,
aphmau,Puppeteer Buff Longer,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
aphmau,Activate & Imperial Authority,6,1,5,['Melee'],,,
aphmau,Victory Smite,0,0,15,['NoFree'],,,
aphmau,Tactical Switch Cast,0,0,15,['FollowUp'],,,
aphmau,Victory Smite Follow Up,5,5,15,"['Melee', 'FollowUp']",,,
aphmau,Enhanced Shield Subverter (C),1,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
aphmau,Enhanced Victory Smite (C),3,1,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
noel,Fearsiphon,0,0,0,['Melee'],,,
noel,Fearsiphon+,0,0,0,"['Melee', 'Instant']",,,
noel,Fearsiphon++,0,0,0,"['Melee', 'Instant']",,,
noel,Scourge,1,0,0,['Melee'],,,
noel,Scourge+,1,0,0,['Melee'],,,
noel,Tempeststrike,1,1,0,"['Group', 'Melee', 'Ice', 'Wind']",,,
noel,Tempeststrike+,1,1,0,"['Group', 'Melee', 'Ice', 'Wind']",,,
noel,Gale Fang,2,0,0,['Melee'],,,
noel,Gale Fang+,2,0,0,['Melee'],,,
noel,Shaving Slash,0,0,0,"['Melee', 'Instant', 'NoSummon', 'NoEX']",,,
noel,Meteor Javelin,6,1,0,"['Melee', 'IgnoreDEF']",,,
noel,Meteor Javelin+,6,1,0,"['Melee', 'IgnoreDEF']",,,
noel,Big Bang,2,2,0,"['Group', 'Melee', 'NoFree']",,,
noel,Additional attack from Hunter of Light,1,0,0,"['Melee', 'FollowUp']",,,
noel,Prayers Surpassing Chaos,2,1,400,"['Group', 'Melee', 'IgnoreDEF']",,,
noel,Enhanced Tempeststrike (C),1,1,0,"['Group', 'Melee', 'Ice', 'Wind', 'Instant', 'NoEX', 'NoFree']",,,
noel,Enhanced Big Bang (C),1,1,0,"['Group', 'Melee', 'Instant', 'NoEX', 'NoFree']",,,
alphinaud,Sic,0,0,0,['Magic'],,,
alphinaud,Sic (Obsidian),1,1,0,"['Group', 'Magic']",,,
alphinaud,Sic (Obsidian)++,2,2,0,"['Group', 'Magic']",,,
alphinaud,Sic (Obsidian)+,1,1,0,"['Group', 'Magic']",,,
alphinaud,Shining Moonstone,1,0,0,['Magic'],,,
alphinaud,Shining Obsidian,1,1,0,['Magic'],,,
alphinaud,Shining Obsidian++,2,1,0,['Magic'],,,
alphinaud,Shining Obsidian+,1,1,0,['Magic'],,,
alphinaud,Summon Moonstone,0,0,0,"['Heals', 'Instant']",,,
alphinaud,BRV granted from Moonstone,0,0,0,"['Instant', 'FollowUp']",,,
alphinaud,HP recovery from Moonstone,0,0,0,"['Heals', 'Instant', 'FollowUp']",,,
alphinaud,Party BRV granted from Moonstone,0,0,0,"['Instant', 'FollowUp']",,,
alphinaud,Buff granted from Moonstone,0,0,0,"['Instant', 'FollowUp']",,,
alphinaud,Energy Drain,3,1,20,"['Magic', 'Heals']",,,
alphinaud,BRV Regen All,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
alphinaud,Obsidian Combination,4,4,10,"['Group', 'Magic', 'Instant']",,,
alphinaud,BRV granted from Obsidian,0,0,0,"['Instant', 'FollowUp']",,,
alphinaud,Buff granted from Obsidian,0,0,0,"['Instant', 'FollowUp']",,,
alphinaud,Terminal Disaster,4,4,15,"['Group', 'Magic', 'NoFree']",,,
alphinaud,Enhanced Energy Drain (C),1,0,0,"['Magic', 'Heals', 'Instant', 'NoEX', 'NoFree']",,,
alphinaud,Enhanced Terminal Disaster (C),4,4,0,"['Group', 'Magic', 'Instant', 'NoEX', 'NoFree']",,,
prompto,BRV Attack++,0,0,0,['Ranged'],,,
prompto,BRV Attack+,0,0,0,['Ranged'],,,
prompto,Overkill,0,0,0,['Ranged'],,,
prompto,Overkill+,0,0,0,['Ranged'],,,
prompto,Overkill++,2,0,0,['Ranged'],,,
prompto,HP Attack++,1,0,0,['Ranged'],,,
prompto,HP Attack+,1,0,0,['Ranged'],,,
prompto,Crackshot,1,1,0,"['Ranged', 'IgnoreDEF']",,,
prompto,Crackshot+,1,1,0,"['Ranged', 'IgnoreDEF']",,,
prompto,Crackshot++,2,1,0,"['Ranged', 'IgnoreDEF']",,,
prompto,Starshell,0,0,20,[],,,
prompto,Starshell Follow Up,1,0,20,"['Ranged', 'FollowUp']",,,
prompto,Piercer,1,1,20,['Ranged'],,,
prompto,Attack Speed Up,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
prompto,Trigger-Happy,10,10,5,"['Group', 'Ranged']",,,
prompto,Reversible Shot,3,3,15,"['Group', 'Ranged', 'NoFree']",,,
prompto,Link Attack,2,1,10,"['Ranged', 'FollowUp']",,,
prompto,Enhanced Starshell (C),0,0,0,"['Instant', 'NoEX', 'NoFree']",,,
prompto,Enhanced Starshell (C) Follow Up,1,0,0,"['Ranged', 'Instant', 'FollowUp']",,,
cinque,BRV Attack+,0,0,0,['Melee'],,,
cinque,BRV Attack++,0,0,0,"['Group', 'Melee']",,,
cinque,HP Attack+,1,0,0,['Melee'],,,
cinque,HP Attack++,1,0,0,['Melee'],,,
cinque,Earthquake,2,2,20,"['Group', 'Melee']",,,
cinque,Earthquake+,3,3,20,"['Group', 'Melee']",,,
cinque,Homerun Swing,2,0,20,['Melee'],,,
cinque,Homerun Swing+,3,0,20,['Melee'],,,
cinque,Set Stun BRV Up,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
cinque,Whirling Mace,5,5,10,"['Group', 'Melee', 'KnockBack']",,,
cinque,Gaia Pulse,6,6,7,"['Group', 'Melee', 'NoFree']",,,
cinque,Additional attack from Braid Girl,3,0,0,"['Melee', 'FollowUp']",,,
cinque,Enhanced Homerun Swing+ (C),3,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
cinque,Enhanced Gaia Pulse (C),6,6,0,"['Group', 'Melee', 'Instant', 'NoEX', 'NoFree']",,,
paine,BRV Attack+,0,0,0,['Melee'],,,
paine,Triple Cut,0,0,0,['Melee'],,,
paine,BRV Attack++,0,0,0,['Melee'],,,
paine,Triple Cut+,0,0,0,['Melee'],,,
paine,HP Attack+,1,0,0,['Melee'],,,
paine,HP Attack++,1,0,0,['Melee'],,,
paine,Break Attack,6,2,20,['Melee'],,,
paine,Black Sky,5,5,20,"['Group', 'Ranged']",,,
paine,Debuff Attack Up Advance,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
paine,Sword Dance,3,3,10,"['Group', 'Melee']",,,
paine,Sword Dance+,6,6,10,"['Group', 'Melee']",,,
paine,Wild Throttle,8,2,15,"['Group', 'Melee', 'NoFree']",,,
paine,Gullwing Rush,2,2,400,"['Group', 'Melee']",,,
paine,Dark Shroud,4,4,260,"['Group', 'Melee', 'NoFree']",,,
paine,Enhanced Break Attack (C),1,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
paine,Enhanced Wild Throttle (C),3,2,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
porom,BRV Attack+,0,0,0,['Magic'],,,
porom,BRV Attack++,0,0,0,['Magic'],,,
porom,HP Attack+,1,0,0,['Magic'],,,
porom,HP Attack++,1,0,0,['Magic'],,,
porom,Cry,0,0,0,[],,,
porom,Cry+,0,0,0,[],,,
porom,Mysidian Brilliance,0,0,0,['Heals'],,,
porom,Mysidian Brilliance+,0,0,0,['Heals'],,,
porom,HP Heal Attack All,0,0,0,"['Heals', 'Instant', 'NoSummon', 'NoEX']",,,
porom,White Wave,4,4,10,"['Group', 'Magic', 'Heals']",,,
porom,Twincast Double Flare,4,4,15,"['Group', 'Magic', 'Heals', 'NoFree']",,,
porom,Additional attack from Twin Conviction,3,3,10,"['Group', 'Magic', 'Instant', 'FollowUp', 'NoFree']",,,
porom,Enhanced Cry (C),0,0,0,"['Instant', 'NoEX', 'NoFree']",,,
porom,Enhanced Twincast Double Flare (C),2,2,0,"['Group', 'Magic', 'Heals', 'Instant', 'NoEX', 'NoFree']",,,
fran,BRV Attack+,0,0,0,['Ranged'],,,
fran,BRV Attack++,0,0,0,"['Group', 'Ranged']",,,
fran,HP Attack+,1,0,0,"['Group', 'Ranged']",,,
fran,HP Attack++,1,0,0,"['Group', 'Ranged']",,,
fran,Feral Strike,2,1,20,['Ranged'],,,
fran,Feral Strike+,4,1,20,['Ranged'],,,
fran,Whip Kick,2,2,20,"['Group', 'Ranged']",,,
fran,Whip Kick+,4,4,20,"['Group', 'Ranged']",,,
fran,Whip Kick Recovery,0,0,0,"['Instant', 'NoSummon', 'NoEX']",,,
fran,Shatterheart,2,2,10,"['Group', 'Ranged']",,,
fran,Shatterheart+,4,4,10,"['Group', 'Ranged']",,,
fran,Celestial Raid,4,4,15,"['Group', 'Ranged', 'NoFree']",,,
fran,Enhanced Whip Kick (C),1,1,0,"['Group', 'Ranged', 'Instant', 'NoEX', 'NoFree']",,,
fran,Enhanced Celestial Raid (C),3,0,0,"['Group', 'Ranged', 'Instant', 'NoEX', 'NoFree']",,,
vayne,Kick,0,0,0,['Melee'],,,
vayne,Kick+,0,0,0,"['Melee', 'Instant']",,,
vayne,Pummel,1,0,0,['Melee'],,,
vayne,Pummel+,1,0,0,"['Melee', 'Instant']",,,
vayne,Mach Wave,3,1,20,['Melee'],,,
vayne,Mach Wave+,3,1,20,"['Melee', 'Instant', 'Free']",,,
vayne,Force of Will,3,0,20,['Melee'],,,
vayne,Force of Will+,3,0,20,"['Melee', 'Instant', 'Free']",,,
vayne,Buff Keep Savate,1,0,0,"['Melee', 'Instant', 'NoSummon', 'NoEX']",,,
vayne,Tree of Sephira,4,4,10,"['Group', 'Magic']",,,
vayne,Tree of Sephira+,4,4,10,"['Group', 'Magic', 'Instant']",,,
vayne,Contempt,4,4,15,"['Group', 'Melee', 'Instant', 'NoFree']",,,
vayne,Contempt+,4,4,15,"['Group', 'Melee', 'Instant', 'NoFree']",,,
vayne,Gigaflare Sword,2,2,400,"['Group', 'Melee']",,,
vayne,Additional attack from Gigaflare Sword,2,0,0,"['Group', 'Melee', 'FollowUp']",,,
vayne,Godslaughter,3,3,250,"['Group', 'Melee', 'Instant', 'NoFree']",,,
vayne,Enhanced Force of Will (C),2,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
vayne,Enhanced Contempt (C),3,0,0,"['Melee', 'Instant', 'NoEX', 'NoFree']",,,
freya,Jump,0,0,0,['Ranged'],,,
freya,Descending Dragon,0,0,10,[],,,
freya,Descending Dragon (Return Attack),3,3,10,"['Group', 'Ranged', 'Instant', 'FollowUp']",,,
freya,High Jump,1,0,0,['Ranged'],,,
freya,Reis's Wind,0,0,20,[],,,
freya,Reis's Wind Follow Up,3,0,20,"['Ranged', 'Heals', 'FollowUp']",,,
freya,Dragon Breath,4,1,20,"['Group', 'Ranged']",,,
freya,HP Heal Advance All,0,0,0,"['Heals', 'Instant', 'NoSummon', 'NoEX']",,,
freya,Cherry Blossom,4,4,10,"['Group', 'Ranged']",,,
freya,Six Dragons,3,3,15,"['Group', 'Ranged', 'Heals', 'Instant', 'NoFree']",,,
freya,Spear,1,1,10,"['Group', 'Ranged', 'Heals', 'FollowUp']",,,
freya,Enhanced Reis's Wind (C),0,0,0,"['Instant', 'NoEX', 'NoFree']",,,
freya,Enhanced Reis's Wind (C) Follow Up,1,0,0,"['Ranged', 'FollowUp', 'NoEX']",,,
freya,Enhanced Six Dragons (C),3,3,0,"['Group', 'Ranged', 'Heals', 'Instant', 'NoEX', 'NoFree']",,,
lannreynn,BRV Attack+,0,0,0,['Melee'],,,
lannreynn,BRV Attack++,0,0,0,"['Group', 'Melee']",,,
lannreynn,HP Attack+,1,1,0,['Melee'],,,
lannreynn,HP Attack++,1,1,0,"['Group', 'Melee']",,,
lannreynn,Thunder & Geocrush,4,4,20,"['Group', 'Magic', 'Thunder', 'Earth']",,,
lannreynn,Thunder & Geocrush+,4,4,20,"['Group', 'Magic', 'Thunder', 'Earth']",,,
